Spot,Mag,Potas,Thor,Uran
108,103,104,29,46
64,103,53,47,32
129,103,129,47,68
154,103,76,45,42
0,103,106,56,40
27,103,104,55,39
11,103,85,51,32
110,103,81,49,31
59,103,78,48,31
103,103,67,48,32
73,103,78,47,30
181,103,57,56,38
207,103,74,54,46
161,103,60,52,39
120,103,74,56,41
178,103,57,54,37
62,103,51,50,32
113,103,57,50,36
76,103,60,52,39
134,103,57,59,30
54,104,97,96,92
136,104,115,67,68
127,104,108,49,59
142,104,102,40,58
85,104,92,39,57
142,104,115,33,61
11,104,102,38,54
69,104,90,40,46
125,104,88,34,39
105,104,102,35,69
30,104,99,59,50
103,104,125,36,76
105,104,104,70,51
42,104,60,45,27
40,104,111,70,53
125,104,125,80,99
96,104,81,48,32
161,104,104,48,39
159,104,99,48,37
137,104,243,58,79
200,104,118,47,44
190,104,111,46,44
151,104,136,48,51
115,104,104,45,46
159,104,183,78,117
151,104,227,73,74
125,104,148,49,50
74,104,164,56,57
90,104,220,76,130
173,104,185,68,76
90,104,60,37,41
137,104,255,74,106
88,104,236,77,99
139,104,83,38,44
76,104,90,33,44
112,104,71,39,41
98,104,53,45,35
113,104,55,44,33
158,104,118,48,56
129,104,74,44,43
23,104,102,54,39
25,104,99,54,37
0,104,95,52,38
52,104,92,51,36
44,104,85,52,32
42,104,88,51,31
88,104,69,48,31
85,104,67,48,32
115,104,76,47,30
51,104,88,46,27
120,104,57,56,37
151,104,60,55,40
134,104,62,54,42
113,104,76,55,45
18,104,76,58,41
88,104,55,56,35
93,104,62,50,39
129,104,57,51,37
90,104,57,52,36
159,105,171,70,76
28,105,113,32,58
18,105,108,31,57
115,105,85,41,55
129,105,118,34,62
81,105,85,39,41
120,105,90,28,40
210,105,92,38,58
0,105,99,40,48
57,105,92,40,40
146,105,95,34,38
154,105,97,27,40
108,105,97,36,64
0,105,62,45,28
149,105,153,43,82
193,105,194,53,84
175,105,122,66,57
151,105,227,57,81
132,105,243,56,78
132,105,108,51,45
153,105,99,50,41
113,105,95,48,40
129,105,120,47,44
144,105,118,48,41
146,105,122,50,47
181,105,104,47,45
102,105,222,70,72
141,105,136,46,48
153,105,150,52,52
93,105,81,44,42
142,105,104,55,81
129,105,169,70,104
108,105,229,74,76
164,105,166,57,66
136,105,69,38,42
200,105,252,72,92
85,105,102,61,98
39,105,102,38,48
108,105,104,39,48
147,105,104,38,48
79,105,108,31,51
66,105,113,25,53
195,105,132,55,83
81,105,51,44,37
149,105,134,53,77
103,105,60,39,44
154,105,99,52,43
100,105,97,56,40
95,105,92,58,36
149,105,90,50,35
158,105,88,51,34
32,105,85,51,32
56,105,85,52,31
100,105,69,48,31
120,105,67,47,31
40,105,88,45,29
66,105,69,53,46
156,105,60,53,38
32,105,74,61,40
45,105,76,56,42
42,105,74,53,39
117,105,69,53,38
90,105,69,51,37
112,105,67,49,37
78,105,57,57,33
154,105,64,49,38
113,105,53,50,34
125,105,57,59,32
105,105,57,59,30
79,105,57,53,37
136,105,55,51,36
178,105,57,51,36
239,106,173,66,81
193,106,169,71,74
110,106,90,102,97
105,106,108,63,61
154,106,106,44,59
168,106,88,109,109
88,106,90,41,55
15,106,78,45,54
142,106,67,49,53
227,106,64,51,54
158,106,81,51,51
66,106,92,47,53
81,106,104,42,54
117,106,111,37,57
78,106,97,37,51
25,106,88,39,45
66,106,83,39,41
159,106,78,46,54
93,106,81,50,55
30,106,97,47,56
25,106,111,43,58
108,106,120,38,60
64,106,113,39,57
3,106,127,42,51
0,106,118,40,45
18,106,111,30,49
129,106,148,43,59
25,106,125,42,55
32,106,139,56,64
139,106,129,37,77
66,106,157,48,80
85,106,74,54,36
62,106,201,57,80
71,106,210,59,77
141,106,238,53,77
96,106,88,55,39
175,106,83,52,36
110,106,255,54,77
149,106,134,60,60
181,106,90,49,41
158,106,236,62,74
81,106,169,79,105
68,106,136,50,48
120,106,90,44,44
51,106,134,51,91
47,106,199,75,66
176,106,157,48,63
64,106,199,76,123
105,106,206,71,75
246,106,88,57,87
76,106,224,70,89
173,106,201,66,86
149,106,111,60,94
202,106,125,57,86
83,106,108,24,52
79,106,106,24,50
95,106,92,30,47
74,106,71,36,42
166,106,129,48,69
74,106,48,46,34
193,106,120,47,59
112,106,90,60,33
178,106,90,60,33
209,106,90,57,34
231,106,88,55,35
178,106,88,54,37
197,106,90,53,36
202,106,90,53,35
197,106,74,48,30
103,106,64,47,30
125,106,81,44,29
57,106,57,51,37
134,106,55,50,35
62,106,55,50,35
98,107,171,63,86
170,107,173,67,77
144,107,97,41,58
74,107,81,35,39
164,107,81,31,38
124,107,85,52,54
192,107,90,42,57
134,107,127,36,66
76,107,92,103,110
146,107,136,42,57
209,107,183,40,65
17,107,99,42,47
151,107,113,35,72
130,107,243,37,81
88,107,190,45,75
47,107,67,54,36
181,107,215,48,83
210,107,150,63,69
71,107,64,54,35
134,107,111,79,97
147,107,157,65,71
124,107,71,50,32
180,107,255,47,79
132,107,78,52,34
83,107,143,79,96
125,107,162,77,97
137,107,146,51,62
56,107,95,47,43
180,107,201,71,67
154,107,153,45,63
180,107,183,71,65
81,107,71,40,41
141,107,187,66,73
161,107,176,59,72
149,107,206,77,122
129,107,90,59,95
105,107,71,38,44
119,107,90,38,46
88,107,92,37,46
79,107,48,42,38
49,107,106,49,48
125,107,85,53,34
202,107,90,51,37
130,107,92,49,38
108,107,90,48,38
139,107,90,47,36
96,107,76,49,30
132,107,74,49,30
102,107,62,47,31
76,107,74,44,29
202,107,60,54,41
74,107,57,56,37
139,107,74,52,46
45,107,71,60,41
134,107,74,63,39
151,107,74,54,41
78,107,48,50,30
51,107,51,50,31
71,107,51,50,31
105,107,62,49,37
103,107,55,51,35
95,107,55,51,35
139,107,51,55,30
98,108,171,60,91
197,108,166,73,72
175,108,106,59,59
156,108,92,47,57
71,108,132,39,64
146,108,97,40,64
153,108,146,37,66
71,108,204,38,69
22,108,71,40,34
85,108,67,44,33
0,108,90,90,102
188,108,255,33,78
164,108,132,41,76
110,108,255,32,91
185,108,255,38,90
0,108,64,49,31
91,108,166,54,77
144,108,194,59,71
146,108,236,50,75
136,108,255,39,79
164,108,255,41,91
88,108,215,50,84
0,108,67,50,30
110,108,255,46,83
159,108,208,55,81
180,108,159,63,71
137,108,255,55,78
78,108,162,59,70
125,108,224,63,73
91,108,162,54,68
156,108,185,66,66
52,108,159,53,65
136,108,183,77,117
171,108,171,62,65
134,108,162,55,66
113,108,62,35,42
74,108,95,35,48
69,108,99,32,50
103,108,102,28,51
90,108,102,24,52
98,108,53,42,37
95,108,64,42,43
207,108,88,51,38
119,108,83,54,35
79,108,78,57,33
105,108,78,58,31
139,108,81,57,32
161,108,83,55,33
163,108,90,48,37
93,108,92,46,39
180,108,92,47,40
125,108,92,44,40
54,108,88,47,34
98,108,85,48,32
117,108,78,49,32
129,108,64,46,30
28,108,64,44,30
209,108,57,54,38
71,108,64,52,43
120,108,71,51,39
73,108,55,50,28
154,108,69,51,37
51,108,48,50,30
130,108,67,50,34
156,108,64,48,34
76,108,62,49,35
81,108,51,50,32
156,108,55,52,35
91,108,53,50,33
142,108,51,55,30
161,109,180,63,83
181,109,176,68,75
64,109,164,74,70
56,109,85,111,105
137,109,85,43,55
151,109,74,47,54
161,109,67,50,52
137,109,92,48,58
44,109,125,42,63
98,109,97,31,45
181,109,102,37,69
102,109,71,52,40
95,109,245,36,75
112,109,64,49,32
161,109,229,49,71
110,109,255,34,77
244,109,178,59,73
98,109,255,38,90
147,109,255,49,87
202,109,76,52,35
52,109,229,56,80
139,109,194,58,77
151,109,83,49,40
147,109,201,61,71
207,109,180,58,71
115,109,83,47,41
68,109,169,81,111
183,109,171,60,66
134,109,76,43,41
69,109,115,49,85
83,109,99,24,52
90,109,88,28,47
74,109,71,34,45
112,109,41,47,33
170,109,120,48,61
42,109,108,45,52
113,109,92,48,42
134,109,78,52,30
90,109,81,52,30
66,109,88,40,36
139,109,92,40,36
98,109,83,50,32
166,109,90,40,35
134,109,92,40,35
98,109,88,50,35
171,109,95,39,33
129,109,95,41,34
120,109,92,40,33
153,109,95,41,34
207,109,95,43,40
164,109,95,44,41
91,109,95,44,41
34,109,95,44,41
134,109,90,45,39
115,109,90,44,37
170,109,67,46,31
108,109,64,46,30
40,109,57,44,31
47,109,60,44,31
209,109,69,52,45
98,109,74,56,44
153,109,60,54,38
85,109,74,60,39
52,109,69,48,27
115,109,51,56,31
61,109,57,50,35
125,109,51,56,30
102,109,55,51,34
158,110,169,60,94
175,110,178,60,89
137,110,183,63,79
171,110,176,69,72
108,110,162,75,70
86,110,104,91,90
115,110,111,83,88
154,110,111,77,84
124,110,85,108,101
170,110,102,52,59
25,110,69,50,52
117,110,104,47,61
45,110,115,46,62
193,110,97,43,63
161,110,150,42,67
153,110,194,39,70
74,110,115,37,73
188,110,136,48,75
193,110,185,61,66
139,110,60,48,29
134,110,157,77,98
115,110,67,36,42
100,110,88,55,80
108,110,57,34,42
195,110,85,57,88
130,110,64,37,43
130,110,78,37,45
134,110,81,37,44
78,110,83,37,43
129,110,115,58,88
79,110,32,48,32
163,110,129,51,70
110,110,62,45,41
120,110,78,49,36
91,110,78,51,34
127,110,76,52,31
130,110,78,47,32
130,110,85,40,36
76,110,90,40,36
137,110,83,47,32
59,110,85,46,34
136,110,90,42,38
205,110,90,46,36
244,110,88,39,33
159,110,95,42,38
159,110,92,42,38
193,110,92,43,39
141,110,88,39,32
180,110,95,42,37
173,110,92,43,39
166,110,95,43,40
193,110,95,44,39
171,110,95,44,41
171,110,95,44,40
175,110,92,43,40
161,110,90,43,39
142,110,85,45,34
119,110,74,46,32
100,110,57,44,31
212,110,60,52,40
166,110,62,51,42
110,110,62,52,43
61,110,95,45,25
59,110,71,64,38
59,110,81,47,26
180,110,55,54,34
105,110,51,55,32
134,110,51,55,32
124,110,51,55,31
103,110,53,51,33
71,111,162,61,99
88,111,97,98,90
108,111,111,73,76
10,111,78,49,50
71,111,90,47,50
18,111,90,110,113
40,111,146,46,68
175,111,104,40,69
170,111,206,48,69
146,111,146,54,72
238,111,159,59,68
0,111,64,51,32
130,111,201,79,126
69,111,88,33,46
79,111,92,31,48
85,111,92,29,49
76,111,46,41,38
164,111,129,53,77
105,111,44,45,36
34,111,97,44,46
103,111,51,42,40
176,111,81,46,39
132,111,76,47,33
161,111,76,47,32
170,111,76,40,37
64,111,81,40,36
171,111,85,40,36
154,111,83,44,34
154,111,78,39,37
100,111,90,40,36
93,111,88,42,36
134,111,88,41,37
66,111,81,39,36
146,111,92,41,36
88,111,90,41,36
56,111,90,41,37
76,111,85,39,34
166,111,95,41,36
112,111,92,41,37
173,111,95,41,37
170,111,95,42,36
124,111,88,39,30
8,111,92,40,33
180,111,92,41,34
163,111,95,42,36
137,111,95,42,38
139,111,95,42,38
156,111,95,44,39
125,111,90,43,38
125,111,78,43,36
161,111,71,44,34
129,111,62,43,31
161,111,62,48,43
105,111,64,49,44
139,111,67,52,43
132,111,57,54,38
108,111,74,51,46
35,111,97,43,26
197,111,74,57,41
209,111,69,49,36
198,111,67,48,34
90,111,60,48,35
86,111,51,50,31
90,111,55,51,34
244,112,169,60,93
176,112,183,60,86
170,112,187,63,77
171,112,176,69,72
130,112,162,75,71
178,112,99,47,59
112,112,99,41,49
88,112,104,36,51
71,112,92,21,44
86,112,102,46,64
188,112,134,48,66
119,112,74,50,41
170,112,180,45,68
91,112,69,50,37
144,112,118,42,72
146,112,62,48,30
20,112,97,81,95
100,112,127,78,93
35,112,71,51,35
129,112,134,52,93
107,112,67,40,40
136,112,180,77,117
95,112,67,36,44
185,112,95,59,94
79,112,90,28,48
66,112,83,30,47
134,112,127,54,80
71,112,111,46,54
163,112,85,43,41
134,112,62,47,41
181,112,76,43,35
166,112,78,41,35
51,112,78,41,35
105,112,76,42,34
91,112,78,41,36
153,112,83,41,36
134,112,81,41,36
71,112,81,41,35
134,112,78,42,35
91,112,85,41,36
183,112,85,42,36
183,112,81,38,33
66,112,81,38,33
59,112,81,38,32
146,112,95,42,36
95,112,92,43,38
202,112,64,44,45
117,112,64,46,45
88,112,62,51,43
22,112,83,43,27
219,112,60,51,39
25,112,97,43,26
103,112,71,60,40
95,112,74,53,41
207,112,55,53,35
119,112,64,48,33
74,112,62,47,33
44,112,51,49,30
23,113,153,65,103
59,113,157,61,99
255,113,169,59,93
115,113,171,70,73
173,113,159,74,72
88,113,88,105,91
130,113,106,70,68
132,113,95,42,59
146,113,85,41,58
90,113,106,30,53
119,113,99,34,52
212,113,108,48,64
149,113,120,48,66
136,113,67,43,34
134,113,106,44,69
164,113,162,53,67
95,113,171,58,65
78,113,60,48,28
117,113,146,76,95
183,113,74,49,37
98,113,153,79,104
61,113,71,45,39
187,113,164,79,114
103,113,55,35,43
95,113,69,36,42
141,113,71,36,42
85,113,69,34,45
68,113,25,48,31
105,113,120,48,64
62,113,97,44,48
154,113,76,42,37
110,113,64,45,40
156,113,69,42,35
149,113,71,42,34
90,113,71,42,34
202,113,69,44,35
64,113,71,42,37
79,113,76,40,36
151,113,78,41,35
151,113,69,43,35
193,113,74,41,37
139,113,71,43,35
222,113,74,41,34
130,113,76,40,34
255,113,78,39,35
66,113,76,38,34
100,113,76,39,35
136,113,81,38,32
146,113,90,39,29
137,113,92,42,34
198,113,90,44,38
119,113,76,44,37
134,113,67,42,34
108,113,57,42,32
122,113,57,42,30
79,113,55,42,30
95,113,57,43,30
49,113,67,40,48
164,113,67,43,47
35,113,64,43,30
115,113,64,48,44
61,113,74,43,29
66,113,67,51,42
83,113,71,55,44
91,113,60,53,39
44,113,71,66,37
45,113,51,49,30
115,113,55,49,33
108,113,55,50,32
85,114,136,69,105
209,114,183,60,84
59,114,185,64,77
159,114,155,74,75
93,114,83,114,105
85,114,71,47,55
134,114,90,36,47
144,114,83,38,44
185,114,78,40,40
64,114,88,110,111
149,114,85,24,41
49,114,78,34,36
52,114,90,94,103
105,114,122,48,71
171,114,148,57,65
95,114,95,51,77
90,114,57,32,43
113,114,55,35,43
151,114,74,35,43
110,114,85,42,43
226,114,71,42,38
130,114,64,43,33
32,114,67,43,33
159,114,69,42,33
45,114,67,44,40
161,114,69,44,36
86,114,69,43,35
146,114,71,43,35
103,114,74,39,34
44,114,74,39,34
134,114,78,39,35
96,114,92,40,31
149,114,92,43,35
156,114,85,43,37
171,114,74,43,35
103,114,67,42,33
119,114,67,36,50
105,114,67,41,49
129,114,64,47,44
166,114,62,47,43
119,114,71,51,44
164,114,71,49,39
64,114,57,47,32
68,115,143,65,105
61,115,150,62,100
159,115,166,60,92
141,115,180,61,84
112,115,178,65,78
149,115,166,70,75
117,115,102,67,62
27,115,67,50,51
113,115,74,38,37
122,115,71,33,36
113,115,69,50,37
153,115,118,48,70
190,115,143,54,67
81,115,64,48,32
112,115,132,53,69
64,115,60,46,28
1,115,62,50,32
110,115,127,42,91
69,115,155,65,101
79,115,83,56,82
124,115,76,34,45
227,115,104,60,92
100,115,125,50,70
45,115,97,43,49
122,115,111,45,56
88,115,34,49,32
141,115,71,40,38
95,115,41,46,35
222,115,64,43,32
232,115,64,43,32
93,115,67,42,33
110,115,48,43,38
244,115,67,44,35
100,115,67,43,35
120,115,67,43,34
149,115,67,43,34
255,115,67,44,34
255,115,69,44,30
161,115,71,43,31
103,115,76,40,35
64,115,78,39,38
187,115,55,44,39
185,115,64,44,40
255,115,51,45,41
248,115,62,44,41
180,115,69,33,52
146,115,67,38,50
224,115,62,43,46
100,115,67,53,41
108,115,69,53,43
136,115,69,64,37
57,115,74,63,39
219,115,60,53,36
78,115,64,46,33
28,115,62,46,32
68,115,48,49,29
130,115,60,46,32
139,116,125,74,109
108,116,159,70,77
134,116,155,74,76
124,116,99,62,59
45,116,92,107,112
117,116,74,48,41
190,116,127,51,68
146,116,111,77,91
0,116,62,49,33
158,116,60,36,42
141,116,53,33,41
119,116,48,33,42
0,116,199,80,126
115,116,57,35,41
146,116,90,59,90
83,116,81,34,46
85,116,78,33,46
54,116,122,56,82
197,116,71,39,39
142,116,83,41,44
96,116,62,43,31
132,116,64,42,33
183,116,64,45,35
212,116,64,44,34
100,116,64,44,34
34,116,64,43,33
255,116,67,45,33
227,116,67,44,31
85,116,67,45,30
234,116,69,44,30
100,116,74,42,32
85,116,60,45,40
57,116,67,46,41
113,116,76,46,42
227,116,60,45,39
108,116,67,45,40
10,116,76,45,42
107,116,53,45,41
66,116,74,45,41
146,116,78,39,38
231,116,53,45,41
107,116,74,45,42
119,116,90,42,33
232,116,55,42,44
255,116,53,44,42
188,116,62,44,41
147,116,71,44,41
154,116,57,39,47
120,116,64,40,45
132,116,76,42,35
195,116,62,35,49
161,116,64,38,47
120,116,57,41,30
3,116,69,31,54
105,116,69,36,51
173,116,67,45,44
188,116,67,34,51
164,116,64,46,44
98,116,67,38,49
129,116,64,52,41
79,116,55,47,31
85,116,53,48,30
164,117,129,71,110
56,117,134,66,107
54,117,146,63,103
120,117,164,60,94
141,117,173,63,86
183,117,169,66,81
127,117,150,74,77
71,117,81,110,98
120,117,95,55,58
27,117,69,49,50
141,117,162,78,113
129,117,48,33,42
83,117,74,34,45
113,117,111,59,89
76,117,23,47,31
91,117,23,52,29
81,117,64,45,34
125,117,64,46,35
93,117,64,45,34
113,117,62,41,35
81,117,64,45,34
125,117,67,45,35
149,117,64,45,35
238,117,64,45,34
37,117,62,44,33
142,117,62,44,32
183,117,62,43,31
88,117,64,45,33
255,117,64,45,34
255,117,64,44,33
32,117,71,44,31
45,117,64,46,39
66,117,71,46,41
107,117,76,48,43
0,117,57,45,41
243,117,83,47,45
166,117,76,43,36
125,117,55,45,40
119,117,83,47,44
103,117,78,42,39
146,117,53,46,40
110,117,83,47,43
190,117,53,47,40
35,117,81,46,43
222,117,90,41,31
44,117,81,46,42
163,117,85,43,35
127,117,60,38,47
192,117,71,43,42
91,117,62,34,50
173,117,69,43,44
28,117,67,41,32
86,117,67,32,52
117,117,67,37,50
144,117,67,43,44
8,117,67,44,45
35,117,57,41,29
219,117,67,32,52
161,117,67,55,41
149,117,69,55,43
95,117,60,51,39
134,117,71,59,40
181,117,74,58,41
129,117,67,46,36
54,117,55,49,28
134,118,159,68,84
180,118,155,71,80
119,118,83,111,108
105,118,69,41,36
78,118,64,48,33
149,118,62,46,30
139,118,90,85,95
86,118,60,48,28
176,118,143,77,96
105,118,62,47,36
93,118,150,81,109
156,118,60,42,38
68,118,178,79,118
81,118,60,37,40
74,118,125,52,75
122,118,64,44,31
147,118,64,45,31
151,118,64,46,34
166,118,64,46,35
103,118,95,41,49
161,118,106,45,56
57,118,118,48,64
224,118,64,44,31
204,118,64,45,33
74,118,62,45,33
76,118,62,45,33
221,118,62,44,32
188,118,60,43,31
173,118,60,43,31
39,118,64,45,33
125,118,51,46,38
255,118,69,46,27
110,118,71,51,41
139,118,76,49,45
85,118,69,46,29
81,118,64,49,39
120,118,71,49,41
166,118,76,48,44
115,118,60,45,40
255,118,83,48,47
51,118,74,45,33
8,118,55,46,41
117,118,88,49,48
151,118,55,46,41
18,118,85,48,46
44,118,85,48,45
139,118,81,41,40
90,118,83,48,44
144,118,78,38,34
134,118,83,37,31
79,118,85,40,28
132,118,53,43,42
134,118,78,45,43
117,118,67,31,52
47,118,67,32,52
93,118,64,53,39
124,118,64,53,40
113,118,64,56,39
154,118,69,54,42
81,118,62,49,41
74,118,69,68,35
125,118,71,51,40
71,118,60,45,32
100,118,57,46,31
103,119,115,77,110
79,119,120,76,112
102,119,120,73,113
61,119,125,68,110
59,119,141,64,104
57,119,157,64,95
147,119,162,65,88
90,119,148,75,80
74,119,85,50,60
93,119,88,43,61
17,119,85,42,60
61,119,78,49,49
120,119,74,30,35
130,119,111,44,82
180,119,81,53,73
95,119,46,39,38
146,119,71,45,35
68,119,67,44,32
190,119,64,45,34
136,119,62,45,33
66,119,71,39,40
0,119,83,39,44
136,119,81,47,41
110,119,76,46,38
130,119,71,45,35
129,119,67,44,32
90,119,76,46,38
61,119,71,45,34
229,119,67,44,32
86,119,64,44,31
61,119,64,45,32
164,119,64,46,32
90,119,64,46,30
95,119,64,46,28
85,119,67,47,28
88,119,69,54,39
130,119,74,53,43
144,119,67,47,27
110,119,67,49,41
59,119,67,54,39
136,119,71,52,42
79,119,78,51,46
129,119,64,48,40
86,119,67,51,38
105,119,85,49,48
86,119,62,44,42
83,119,62,46,40
146,119,83,49,47
166,119,74,48,30
124,119,60,45,42
156,119,88,49,49
146,119,88,49,46
134,119,78,47,36
156,119,85,49,46
93,119,78,46,39
93,119,85,49,46
51,119,81,39,38
73,119,83,47,44
39,119,55,39,45
193,119,74,48,41
255,119,69,51,40
40,119,64,53,39
44,119,57,41,29
11,119,62,45,43
129,119,64,50,39
54,119,55,46,30
76,119,53,48,29
129,120,148,70,86
95,120,148,73,82
127,120,76,31,35
100,120,69,49,37
79,120,55,50,31
153,120,129,76,92
98,120,39,32,41
95,120,41,32,40
74,120,48,33,39
30,120,85,57,83
79,120,190,77,120
86,120,62,38,40
158,120,69,41,34
238,120,64,45,31
195,120,62,45,31
127,120,64,46,33
113,120,67,46,34
102,120,18,53,27
168,120,81,47,42
175,120,76,46,38
187,120,62,45,33
146,120,60,44,32
248,120,60,44,30
221,120,62,41,32
81,120,64,40,35
205,120,83,49,43
93,120,30,50,30
175,120,81,47,40
113,120,39,46,33
95,120,53,45,38
156,120,71,50,42
197,120,74,54,42
113,120,76,54,44
83,120,69,50,41
90,120,78,52,47
120,120,69,44,44
85,120,85,49,49
100,120,64,44,44
86,120,88,49,49
88,120,88,49,46
207,120,88,49,44
125,120,55,49,39
221,120,85,48,45
71,120,81,48,41
136,120,53,50,39
90,120,85,48,45
171,120,81,46,40
144,120,85,48,45
151,120,88,42,32
130,120,78,48,43
113,120,76,42,33
120,120,60,35,49
61,120,71,52,39
39,120,57,40,30
68,120,62,59,35
134,120,62,57,37
74,120,64,41,46
103,120,69,55,40
39,120,71,58,40
78,120,69,64,37
57,120,71,64,38
37,120,67,47,27
51,120,62,44,32
25,120,53,48,29
51,121,111,78,115
139,121,115,79,116
156,121,115,75,116
178,121,120,70,112
107,121,136,66,105
91,121,148,66,97
113,121,153,67,91
144,121,141,75,85
83,121,95,86,88
103,121,97,80,83
15,121,76,45,55
45,121,85,117,109
144,121,88,48,47
73,121,60,47,28
86,121,64,37,43
248,121,71,41,33
214,121,64,45,30
66,121,64,46,34
154,121,83,55,44
39,121,81,54,43
100,121,81,49,42
103,121,64,45,31
86,121,55,43,37
62,121,64,45,30
124,121,76,54,45
61,121,81,55,47
112,121,81,54,47
127,121,69,45,45
147,121,85,50,50
158,121,88,50,50
91,121,71,48,29
227,121,90,50,47
113,121,60,46,42
161,121,85,49,44
108,121,78,48,34
119,121,57,47,41
113,121,85,48,42
66,121,83,48,40
163,121,81,48,39
151,121,85,48,44
119,121,83,48,42
188,121,85,48,44
113,121,85,48,44
105,121,81,47,42
180,121,51,48,39
156,121,85,48,45
161,121,83,48,44
180,121,81,42,40
42,121,83,48,45
181,121,64,32,51
20,121,67,57,36
79,121,64,32,51
0,121,62,60,35
124,121,67,34,51
69,121,57,42,30
51,121,64,37,48
98,121,67,57,39
151,121,69,47,39
88,122,106,82,112
95,122,143,70,93
144,122,141,75,85
79,122,99,76,76
66,122,81,113,106
71,122,99,78,90
149,122,136,78,101
112,122,146,79,110
108,122,64,38,42
142,122,76,39,36
110,122,62,45,31
110,122,76,42,38
71,122,62,45,32
158,122,85,50,45
64,122,85,58,46
79,122,83,58,45
166,122,76,47,38
171,122,71,46,35
185,122,67,45,32
168,122,64,46,29
93,122,74,52,44
180,122,81,54,48
139,122,71,46,45
79,122,85,50,50
209,122,85,50,50
176,122,71,48,28
207,122,88,50,48
185,122,64,44,44
107,122,88,49,44
108,122,76,48,33
120,122,85,48,41
79,122,85,48,45
151,122,81,46,42
154,122,53,45,41
141,122,83,48,46
170,122,81,47,45
105,122,74,53,40
18,122,69,41,31
28,122,69,57,37
103,122,64,33,51
57,122,64,60,35
125,122,64,58,37
117,122,69,56,41
34,122,71,58,39
35,122,78,44,26
76,122,57,45,31
95,123,129,69,106
68,123,141,69,98
91,123,141,72,90
30,123,136,74,91
61,123,90,94,91
119,123,97,73,67
64,123,71,46,53
34,123,95,42,46
83,123,71,47,40
79,123,90,100,105
0,123,55,49,34
110,123,125,48,88
85,123,37,30,38
204,123,159,80,112
124,123,53,31,42
110,123,97,60,89
197,123,81,36,37
57,123,76,40,33
3,123,67,44,30
122,123,115,58,84
139,123,64,46,32
37,123,125,53,76
100,123,78,46,40
181,123,62,45,32
207,123,62,44,32
124,123,118,48,68
79,123,83,55,46
93,123,90,56,51
119,123,88,56,51
83,123,83,58,46
39,123,83,55,45
115,123,83,50,43
226,123,81,48,40
91,123,55,42,38
119,123,78,53,47
64,123,83,54,49
51,123,83,55,50
86,123,83,56,49
103,123,74,51,44
79,123,85,52,49
88,123,69,47,28
120,123,69,48,28
90,123,85,51,50
144,123,71,48,28
110,123,69,41,47
88,123,88,50,48
122,123,67,42,46
79,123,88,48,43
110,123,85,49,41
91,123,83,48,39
164,123,81,48,37
149,123,83,47,43
168,123,83,48,46
175,123,88,41,31
0,123,55,40,44
52,123,81,47,45
3,123,64,61,35
